Date,Open,High,Low,Close,Adj Close,Volume
4/29/2016,23.497499,23.68,23.127501,23.434999,21.606514,274126000
5/2/2016,23.4925,23.52,23.1,23.41,21.583464,192640400
5/3/2016,23.549999,23.934999,23.42,23.795,21.938427,227325200
5/4/2016,23.799999,23.975,23.455,23.547501,21.710238,164102000
5/5/2016,23.5,23.5175,23.17,23.309999,21.622114,143562000
5/6/2016,23.342501,23.362499,22.9625,23.18,21.501532,174799600
5/9/2016,23.25,23.442499,23.147499,23.1975,21.517759,131745600
5/10/2016,23.3325,23.3925,23.0275,23.355,21.663853,134747200
5/11/2016,23.370001,23.3925,23.115,23.127501,21.452831,114876400
5/12/2016,23.18,23.195,22.3675,22.584999,20.94961,305258800
5/13/2016,22.5,22.9175,22.5,22.629999,20.991346,177571200
5/16/2016,23.0975,23.5975,22.9125,23.469999,21.770523,245039200
5/17/2016,23.637501,23.674999,23.252501,23.372499,21.680092,187667600
5/18/2016,23.540001,23.8025,23.4725,23.639999,21.928225,168249600
5/19/2016,23.66,23.66,23.3925,23.549999,21.844736,121768400
5/20/2016,23.66,23.8575,23.629999,23.805,22.081268,128104000
5/23/2016,23.967501,24.297501,23.9175,24.1075,22.361866,152074400
5/24/2016,24.305,24.522499,24.209999,24.475,22.702757,140560800
5/25/2016,24.6675,24.934999,24.5275,24.905001,23.101618,152675200
5/26/2016,24.92,25.182501,24.66,25.102501,23.284821,225324800
5/27/2016,24.860001,25.1175,24.8125,25.0875,23.270903,145364800
5/31/2016,24.9,25.1,24.705,24.965,23.157274,169228800
6/1/2016,24.754999,24.885,24.5825,24.615,22.832617,116693200
6/2/2016,24.4,24.459999,24.157499,24.43,22.661015,160766400
6/3/2016,24.4475,24.567499,24.362499,24.48,22.707392,114019600
6/6/2016,24.497499,25.4725,24.387501,24.657499,22.872042,93170000
6/7/2016,24.8125,24.967501,24.74,24.7575,22.964802,89638000
6/8/2016,24.754999,24.889999,24.67,24.735001,22.943928,83392400
6/9/2016,24.625,24.997499,24.615,24.9125,23.108578,106405600
6/10/2016,24.6325,24.8375,24.620001,24.7075,22.918419,126851600
6/13/2016,24.672501,24.780001,24.275,24.334999,22.572889,152082000
6/14/2016,24.33,24.620001,24.1875,24.365,22.600718,127727600
6/15/2016,24.455,24.602501,24.2575,24.285,22.526512,117780800
6/16/2016,24.112499,24.4375,24.0175,24.387501,22.621595,125307200
6/17/2016,24.155001,24.1625,23.825001,23.8325,22.106779,244032800
6/20/2016,24,24.1425,23.7575,23.775,22.053444,137647600
6/21/2016,23.735001,24.0875,23.67,23.977501,22.241282,142185600
6/22/2016,24.0625,24.2225,23.8375,23.887501,22.157801,116876400
6/23/2016,23.985001,24.0725,23.8125,24.025,22.285337,128960800
6/24/2016,23.227501,23.665001,23.1625,23.35,21.65922,301245600
6/27/2016,23.25,23.262501,22.875,23.01,21.343834,181958400
6/28/2016,23.225,23.415001,23.035,23.397499,21.703276,161779600
6/29/2016,23.4925,23.637501,23.407499,23.6,21.891115,146124000
6/30/2016,23.610001,23.942499,23.575001,23.9,22.16939,143345600
7/1/2016,23.872499,24.1175,23.8325,23.9725,22.236641,104106000
7/5/2016,23.8475,23.85,23.615,23.747499,22.027935,110820800
7/6/2016,23.65,23.915001,23.592501,23.8825,22.153158,123796400
7/7/2016,23.924999,24.125,23.905001,23.985001,22.248238,100558400
7/8/2016,24.122499,24.2225,24.012501,24.17,22.419838,115648400
7/11/2016,24.1875,24.4125,24.182501,24.245001,22.48941,95179600
7/12/2016,24.2925,24.424999,24.280001,24.355,22.591446,96670000
7/13/2016,24.352501,24.4175,24.209999,24.217501,22.463903,103568800
7/14/2016,24.3475,24.747499,24.33,24.6975,22.909147,155676000
7/15/2016,24.73,24.825001,24.625,24.695,22.906826,120548000
7/18/2016,24.674999,25.032499,24.65,24.9575,23.150318,145975600
7/19/2016,24.889999,25,24.834999,24.967501,23.159592,95119600
7/20/2016,25,25.115,24.934999,24.99,23.180464,105104000
7/21/2016,24.9575,25.25,24.782499,24.8575,23.057556,130808000
7/22/2016,24.815001,24.825001,24.577499,24.665001,22.878996,113254800
7/25/2016,24.5625,24.709999,24.23,24.334999,22.572889,161531600
7/26/2016,24.205,24.4925,24.105,24.1675,22.417519,224959200
7/27/2016,26.067499,26.0875,25.6875,25.737499,23.873835,369379200
7/28/2016,25.7075,26.112499,25.705,26.084999,24.196171,159479200
7/29/2016,26.047501,26.137501,25.92,26.0525,24.166031,110934800
8/1/2016,26.102501,26.5375,26.102501,26.512501,24.592724,152671600
8/2/2016,26.512501,26.5175,26,26.120001,24.228642,135266400
8/3/2016,26.202499,26.459999,26.192499,26.4475,24.532425,120810400
8/4/2016,26.395,26.5,26.32,26.467501,24.683975,109634800
8/5/2016,26.567499,26.9125,26.545,26.870001,25.059353,162213600
8/8/2016,26.879999,27.092501,26.790001,27.092501,25.266865,112148800
8/9/2016,27.057501,27.235001,27.002501,27.202499,25.369444,105260800
8/10/2016,27.1775,27.225,26.940001,27,25.180592,96034000
8/11/2016,27.129999,27.2325,26.9625,26.9825,25.16427,109938000
8/12/2016,26.945,27.110001,26.945,27.045,25.222565,74641600
8/15/2016,27.035,27.385,27.02,27.370001,25.525658,103472800
8/16/2016,27.407499,27.557501,27.3025,27.344999,25.502346,135177600
8/17/2016,27.275,27.342501,27.084999,27.305,25.46504,101424000
8/18/2016,27.307501,27.4,27.254999,27.27,25.432396,87938800
8/19/2016,27.192499,27.422501,27.09,27.34,25.497683,101472400
8/22/2016,27.215,27.275,26.9625,27.127501,25.299505,103280800
8/23/2016,27.147499,27.33,27.1325,27.2125,25.378767,85030800
8/24/2016,27.1425,27.1875,26.92,27.0075,25.187582,94700400
8/25/2016,26.8475,26.969999,26.67,26.8925,25.080332,100344800
8/26/2016,26.852501,26.987499,26.577499,26.735001,24.933451,111065200
8/29/2016,26.655001,26.860001,26.5725,26.705,24.90547,99881200
8/30/2016,26.450001,26.625,26.375,26.5,24.714283,99455600
8/31/2016,26.415001,26.6425,26.41,26.525,24.737604,118649600
9/1/2016,26.535,26.700001,26.405001,26.682501,24.884489,106806000
9/2/2016,26.924999,27,26.705,26.932501,25.11764,107210000
9/6/2016,26.975,27.075001,26.877501,26.924999,25.110643,107521600
9/7/2016,26.9575,27.190001,26.7675,27.09,25.26453,169457200
9/8/2016,26.8125,26.817499,26.309999,26.379999,24.602375,212008000
9/9/2016,26.16,26.43,25.782499,25.782499,24.045139,186228000
9/12/2016,25.6625,26.43,25.6325,26.360001,24.583723,181171200
9/13/2016,26.877501,27.1975,26.809999,26.987499,25.168936,248704800
9/14/2016,27.182501,28.2575,27.15,27.942499,26.059586,443554800
9/15/2016,28.465,28.932501,28.372499,28.8925,26.945564,359934400
9/16/2016,28.780001,29.032499,28.51,28.73,26.794014,319547600
9/19/2016,28.797501,29.045,28.3125,28.395,26.481586,188092000
9/20/2016,28.262501,28.530001,28.127501,28.3925,26.479261,138057200
9/21/2016,28.4625,28.497499,28.110001,28.387501,26.474594,144012800
9/22/2016,28.5875,28.735001,28.5,28.655001,26.724072,124296000
9/23/2016,28.605,28.6975,27.887501,28.1775,26.27874,209924800
9/26/2016,27.91,28.3475,27.887501,28.219999,26.318382,119477600
9/27/2016,28.25,28.295,28.084999,28.272499,26.367348,98429600
9/28/2016,28.422501,28.66,28.3575,28.487499,26.567854,118564400
9/29/2016,28.290001,28.450001,27.950001,28.045,26.155174,143548000
9/30/2016,28.115,28.342501,27.950001,28.262501,26.358015,145516400
10/3/2016,28.1775,28.262501,28.07,28.129999,26.234449,86807200
10/4/2016,28.264999,28.577499,28.157499,28.25,26.346363,118947200
10/5/2016,28.35,28.415001,28.172501,28.262501,26.358015,85812400
10/6/2016,28.424999,28.584999,28.282499,28.4725,26.553865,115117200
10/7/2016,28.577499,28.639999,28.377501,28.514999,26.593508,97433600
10/10/2016,28.754999,29.1875,28.68,29.012501,27.05748,144944000
10/11/2016,29.424999,29.672501,29.049999,29.075001,27.115768,256164000
10/12/2016,29.3375,29.495001,29.1875,29.334999,27.358244,150347200
10/13/2016,29.1975,29.360001,28.93,29.245001,27.274313,140769600
10/14/2016,29.469999,29.5425,29.282499,29.407499,27.425859,142608800
10/17/2016,29.3325,29.459999,29.195,29.387501,27.407204,94499600
10/18/2016,29.545,29.5525,29.362499,29.3675,27.388557,98214000
10/19/2016,29.3125,29.440001,28.450001,29.280001,27.306952,80138400
10/20/2016,29.215,29.344999,29.0825,29.264999,27.292965,96503200
10/21/2016,29.202499,29.227501,29.07,29.15,27.185713,92770800
10/24/2016,29.275,29.434999,29.25,29.4125,27.430525,94154800
10/25/2016,29.487499,29.59,29.327499,29.5625,27.570417,192516000
10/26/2016,28.577499,28.924999,28.327499,28.897499,26.950226,264536800
10/27/2016,28.8475,28.965,28.525,28.620001,26.691433,138248000
10/28/2016,28.467501,28.8025,28.362499,28.43,26.514229,151446800
10/31/2016,28.4125,28.557501,28.299999,28.385,26.472258,105677600
11/1/2016,28.365,28.442499,27.6325,27.872499,25.994299,175303200
11/2/2016,27.85,28.0875,27.807501,27.897499,26.017616,113326800
11/3/2016,27.745001,27.865,27.387501,27.4575,25.738739,107730400
11/4/2016,27.1325,27.5625,27.0275,27.209999,25.506733,123348000
11/7/2016,27.52,27.627501,27.365,27.602501,25.87466,130240000
11/8/2016,27.577499,27.93,27.424999,27.764999,26.026985,97016800
11/9/2016,27.469999,27.83,27.012501,27.719999,25.984804,236705600
11/10/2016,27.772499,27.772499,26.4575,26.9475,25.260668,228538000
11/11/2016,26.780001,27.217501,26.637501,27.1075,25.410646,136575600
11/14/2016,26.9275,26.952499,26.02,26.4275,24.773214,204702000
11/15/2016,26.6425,26.92,26.540001,26.7775,25.101299,129058000
11/16/2016,26.674999,27.557501,26.65,27.497499,25.776232,235362000
11/17/2016,27.452499,27.5875,27.2075,27.487499,25.766855,110528000
11/18/2016,27.43,27.635,27.415001,27.514999,25.792637,113715600
11/21/2016,27.530001,27.997499,27.502501,27.932501,26.183996,117058400
11/22/2016,27.987499,28.105,27.85,27.950001,26.200411,103862000
11/23/2016,27.84,27.877501,27.5825,27.807501,26.066828,109705600
11/25/2016,27.782499,27.967501,27.737499,27.9475,26.198063,45903600
11/28/2016,27.8575,28.1175,27.8475,27.8925,26.146511,108776000
11/29/2016,27.695,28.0075,27.5175,27.865,26.120729,114115200
11/30/2016,27.9,28.049999,27.567499,27.629999,25.90044,144649200
12/1/2016,27.592501,27.735001,27.2575,27.372499,25.65906,148347600
12/2/2016,27.2925,27.522499,27.2125,27.475,25.755144,106112000
12/5/2016,27.5,27.5075,27.0625,27.2775,25.570002,137298000
12/6/2016,27.375,27.59,27.297501,27.487499,25.766855,104782000
12/7/2016,27.315001,27.797501,27.290001,27.7575,26.019957,119994800
12/8/2016,27.715,28.1075,27.65,28.030001,26.275402,108273200
12/9/2016,28.077499,28.674999,28.077499,28.487499,26.70426,137610400
12/12/2016,28.3225,28.75,28.122499,28.325001,26.551935,105497600
12/13/2016,28.459999,28.98,28.4375,28.797501,26.99486,174935200
12/14/2016,28.76,29.049999,28.745001,28.797501,26.99486,136127200
12/15/2016,28.844999,29.182501,28.807501,28.955,27.142498,186098000
12/16/2016,29.1175,29.125,28.9125,28.9925,27.177649,177404400
12/19/2016,28.950001,29.344999,28.9375,29.16,27.334669,111117600
12/20/2016,29.184999,29.375,29.17,29.237499,27.407314,85700000
12/21/2016,29.200001,29.35,29.195,29.264999,27.43309,95132800
12/22/2016,29.0875,29.127501,28.91,29.0725,27.252642,104343600
12/23/2016,28.897499,29.129999,28.897499,29.129999,27.306541,56998000
12/27/2016,29.129999,29.450001,29.122499,29.315001,27.479965,73187600
12/28/2016,29.379999,29.504999,29.049999,29.190001,27.362791,83623600
12/29/2016,29.112499,29.2775,29.1,29.182501,27.355759,60158000
12/30/2016,29.1625,29.299999,28.8575,28.955,27.142498,122345200
1/3/2017,28.950001,29.0825,28.690001,29.0375,27.219833,115127600
1/4/2017,28.9625,29.127501,28.9375,29.004999,27.189369,84472400
1/5/2017,28.98,29.215,28.952499,29.1525,27.327635,88774400
1/6/2017,29.195,29.540001,29.1175,29.477501,27.632292,127007600
1/9/2017,29.487499,29.8575,29.485001,29.747499,27.885387,134247600
1/10/2017,29.692499,29.844999,29.575001,29.7775,27.913509,97848400
1/11/2017,29.684999,29.9825,29.65,29.9375,28.063496,110354400
1/12/2017,29.725,29.825001,29.5525,29.8125,27.946323,108344800
1/13/2017,29.7775,29.905001,29.702499,29.76,27.897108,104447600
1/17/2017,29.584999,30.059999,29.555,30,28.122084,137759200
1/18/2017,30,30.125,29.9275,29.997499,28.11974,94852000
1/19/2017,29.85,30.022499,29.842501,29.945,28.070524,102389200
1/20/2017,30.112499,30.112499,29.932501,30,28.122084,130391600
1/23/2017,30,30.202499,29.942499,30.02,28.140835,88200800
1/24/2017,29.887501,30.025,29.875,29.9925,28.115055,92844000
1/25/2017,30.105,30.525,30.07,30.469999,28.56266,129510400
1/26/2017,30.4175,30.610001,30.4,30.485001,28.576721,105350400
1/27/2017,30.535,30.5875,30.4,30.487499,28.579065,82251600
1/30/2017,30.2325,30.407499,30.165001,30.407499,28.504072,121510000
1/31/2017,30.2875,30.3475,30.155001,30.3375,28.438454,196804000
